Date,Description,Original Description,Category,Amount,Status,Transaction Type,Transaction Category
7/1/24,Shorebreak Pizza Online,SHOREBREAK PIZZA (ONLINE 757-4819393  VA,Food & Dining,-13.21,Posted,fixed_expenses,restaraunts
6/30/24,Walmart,WAL-MART #4064           VIRGINIA BEACVA,Shopping,2.29,Posted,misc_expenses,miscellaneous
6/30/24,Great Clips,8907 GREAT CLIPS AT HAYGOVIRGINIA BEACVA,Hair,-27,Posted,misc_expenses,personal_care
6/30/24,Shake Shack,SHAKE SHACK - 1265A      646-747-7178 VA,Fast Food,-39.92,Posted,fixed_expenses,restaraunts
6/29/24,7-Eleven,7-ELEVEN 26611           VIRGINIA BEACVA,Gas,-4.03,Posted,misc_expenses,miscellaneous
6/29/24,Kindle,Kindle Svcs*RC2YF3MC2    888-802-3080 WA,Books,-9.99,Posted,misc_expenses,miscellaneous
6/29/24,Walmart,WAL-MART #4064           VIRGINIA BEACVA,Shopping,-308.44,Posted,fixed_expenses,groceries
6/28/24,Apple,APPLE.COM/BILL           866-712-7753 CA,Electronics & Software,-9.99,Posted,misc_expenses,subscriptions
6/28/24,Kindle,Kindle Svcs*RC7DM8RI0    888-802-3080 WA,Books,-9.99,Posted,misc_expenses,miscellaneous
6/28/24,Shorebreak Pizza Online,SHOREBREAK PIZZA (ONLINE 757-4819393  VA,Food & Dining,-13.21,Posted,fixed_expenses,restaraunts
6/28/24,Hulu,Hulu 877-8244858 CA      HULU.COM/BILLCA,Television,-20.41,Posted,fixed_expenses,subscriptions
6/27/24,Panda Express,PANDA EXPRESS 2949A      VIRGINIA BEACVA,Fast Food,-11.04,Posted,fixed_expenses,restaraunts
6/27/24,Chick-fil-A,CHICK-FIL-A #00734       757-318-7641 VA,Fast Food,-21.23,Posted,fixed_expenses,restaraunts
6/25/24,Taste Bayville Farvirginia Beac,TST* TASTE - BAYVILLE FARVirginia BeacVA,Restaurants,-6.35,Posted,fixed_expenses,restaraunts
6/25/24,Taste Bayville Far,TST* TASTE - BAYVILLE FAR757-464-1566 VA,Restaurants,-27.85,Posted,fixed_expenses,restaraunts
6/24/24,Apple,APPLE.COM/BILL           866-712-7753 CA,Electronics & Software,-2.14,Posted,misc_expenses,miscellaneous
6/24/24,AT&T,ATT* BILL PAYMENT        800-331-0500 TX,Bills & Utilities,-207.73,Posted,fixed_expenses,housing_utilities
6/23/24,Ikea,IKEA NORFOLK             NORFOLK      VA,Furnishings,211.89,Posted,misc_expenses,miscellaneous
6/23/24,Aldi,ALDI 80025               VIRGINIA BEACVA,Groceries,31.78,Posted,fixed_expenses,groceries
6/23/24,Kohls Virginia Beacva,KOHLS #0650              VIRGINIA BEACVA,Shopping,0.35,Posted,misc_expenses,clothing
6/23/24,Shorebreak Pizza Online,SHOREBREAK PIZZA (ONLINE 757-4819393  VA,Food & Dining,-25.61,Posted,fixed_expenses,restaraunts
6/23/24,Kohl's,WWW.KOHLS.COM #0873      866-887-8884 OH,Shopping,-30.36,Posted,misc_expenses,clothing
6/23/24,Apex Entertainment Virgi Virginia,APEX ENTERTAINMENT VIRGI VIRGINIA BCH VA,Entertainment,-43,Posted,misc_expenses,entertainment
6/22/24,Costco,COSTCO WHSE #0202        NORFOLK      VA,Shopping,-0.78,Posted,fixed_expenses,restaraunts
6/22/24,Apple,APPLE.COM/BILL           866-712-7753 CA,Electronics & Software,-3.21,Posted,misc_expenses,miscellaneous
6/22/24,Wawa,WAWA 8609                VIRGINIA BEACVA,Fast Food,-4.52,Posted,fixed_expenses,groceries
6/22/24,Shorebreak Pizza Online,SHOREBREAK PIZZA (ONLINE 757-4819393  VA,Food & Dining,-13.21,Posted,fixed_expenses,restaraunts
6/22/24,Wawa,WAWA 8609                VIRGINIA BEACVA,Gas,-18.29,Posted,fixed_expenses,transportation
6/22/24,Amazon,AMAZON RET* 111-727173   WWW.AMAZON.COWA,Shopping,-18.49,Posted,misc_expenses,miscellaneous
6/22/24,Car Spa Virginia Beacva,CAR SPA #32              VIRGINIA BEACVA,Service & Parts,-20,Posted,fixed_expenses,transportation
6/22/24,Amazon,AMAZON MKTPL*RC7T07CJ0   Amzn.com/billWA,Shopping,-25.43,Posted,misc_expenses,miscellaneous
6/22/24,Nail Spa Virginia Beacva,JTT NAIL SPA             VIRGINIA BEACVA,Personal Care,-35,Posted,misc_expenses,personal_care
6/22/24,Costco,COSTCO WHSE #0202        NORFOLK      VA,Shopping,-387.06,Posted,fixed_expenses,groceries
6/20/24,Kroger,KROGER #532              VIRGINIA BEACVA,Groceries,-26.4,Posted,fixed_expenses,groceries
6/19/24,CVS,CVS/PHARMACY #08938      VIRGINIA BEACVA,Pharmacy,-9.61,Posted,fixed_expenses,healthcare
6/19/24,Aldi,ALDI 80025               VIRGINIA BEACVA,Groceries,-14.18,Posted,fixed_expenses,groceries
6/19/24,Wawa,WAWA 675                 VIRGINIA BEACVA,Gas,-59.35,Posted,fixed_expenses,transportation
6/17/24,Wawa,WAWA 675                 VIRGINIA BEACVA,Gas,-52.02,Posted,fixed_expenses,transportation
6/17/24,Jiffy Lube,JIFFY LUBE #65           VIRGINIA BEACVA,Service & Parts,-112.18,Posted,fixed_expenses,transportation
6/17/24,Ikea,IKEA NORFOLK             NORFOLK      VA,Furnishings,-143.07,Posted,misc_expenses,housing_utilities
6/15/24,Shake Shack,SHAKE SHACK - 1265A      646-747-7178 VA,Fast Food,-33.49,Posted,fixed_expenses,restaraunts
6/15/24,Dropbox,WODIFY PAY* WP DROPBOX   DROPBOXCROSSFVA,Electronics & Software,-104.36,Posted,fixed_expenses,personal_care
6/15/24,Dropbox,WODIFY PAY* WP DROPBOX   DROPBOXCROSSFVA,Electronics & Software,-135.58,Posted,fixed_expenses,personal_care
6/14/24,Kohl's,WWW.KOHLS.COM #0873      866-887-8884 OH,Shopping,-0.35,Posted,misc_expenses,miscellaneous
6/14/24,Aldi,ALDI 80025               VIRGINIA BEACVA,Groceries,-31.78,Posted,fixed_expenses,groceries
6/14/24,Lidl,LIDL #1299               VIRGINIA BEACVA,Groceries,-128.7,Posted,fixed_expenses,groceries
6/14/24,Walmart,WM SUPERCENTER #4064     VIRGINIA BEACVA,Shopping,-259.79,Posted,fixed_expenses,groceries
6/13/24,Little Caesars,LITTLE CAESARS 0629 0003 757-363-7992 VA,Fast Food,-15.59,Posted,fixed_expenses,restaraunts
6/13/24,Apple,APPLE.COM/BILL           866-712-7753 CA,Electronics & Software,-26.86,Posted,misc_expenses,subscriptions
6/13/24,Moe's Southwest Grill,MOES #102590             VIRGINIA BEACVA,Restaurants,-38.54,Posted,fixed_expenses,restaraunts
6/13/24,Taste Bayville Far,TST* TASTE - BAYVILLE FAR757-464-1566 VA,Restaurants,-40.3,Posted,fixed_expenses,restaraunts
6/13/24,Ikea,IKEA NORFOLK             NORFOLK      VA,Furnishings,-211.89,Posted,misc_expenses,miscellaneous
6/12/24,PetSmart,PETSMART # 1171          VIRGINIA BEACVA,Pet Food & Supplies,-23.31,Posted,fixed_expenses,housing_utilities
6/12/24,Starbucks,STARBUCKS 800-782-7282   800-782-7282 WA,Coffee Shops,-25,Posted,misc_expenses,restaraunts
6/12/24,American Brew,TST* AMERICAN BREW       484-832-4772 VA,Restaurants,-45.16,Posted,fixed_expenses,restaraunts
6/12/24,Walmart,WM SUPERCENTER #4064     VIRGINIA BEACVA,Shopping,-127.24,Posted,fixed_expenses,groceries
6/11/24,Amazon,AMZN Mktp US*SR5CZ4I03   Amzn.com/billWA,Shopping,-10.59,Posted,misc_expenses,miscellaneous
6/11/24,Amazon,AMZN Mktp US*1J31U9MX3   Amzn.com/billWA,Shopping,-18.01,Posted,misc_expenses,miscellaneous
6/11/24,Taylor S Hardware Virginia Beacva,TAYLOR S HARDWARE 6711   VIRGINIA BEACVA,Home Improvement,-68.93,Posted,misc_expenses,housing_utilities
6/11/24,Brightwheel,BRGHTWHL* FRANCIS ASBU   WWW.MYBRIGHTWCA,Babysitter & Daycare,-151.73,Posted,fixed_expenses,education
6/10/24,Taste Bayville Far,TST* TASTE - BAYVILLE FAR757-464-1566 VA,Restaurants,-26.73,Posted,fixed_expenses,restaraunts
6/10/24,Kroger,KROGER #532              VIRGINIA BEACVA,Groceries,-27.21,Posted,fixed_expenses,groceries
6/10/24,Amazon,AMZN Mktp US*GA2I57C03   Amzn.com/billWA,Shopping,-31.52,Posted,misc_expenses,miscellaneous
6/10/24,Chick-fil-A,CHICK-FIL-A #00734       757-318-7641 VA,Fast Food,-94.75,Posted,fixed_expenses,restaraunts
6/9/24,The Back Deck Virginia Beacva,TST* THE BACK DECK       VIRGINIA BEACVA,Alcohol & Bars,-70.86,Posted,fixed_expenses,restaraunts
6/8/24,7-Eleven,7-ELEVEN 26611           VIRGINIA BEACVA,Gas,-2.31,Posted,misc_expenses,transportation
6/8/24,Chick-fil-A,CHICK-FIL-A #00734       757-318-7641 VA,Fast Food,-33.88,Posted,fixed_expenses,restaraunts
6/8/24,Snack Amaz Asian Cafe,SNACK* AMAZ ASIAN CAFE   186-68682146 CA,Food & Dining,-39.47,Posted,fixed_expenses,restaraunts
6/6/24,Little Caesars,LITTLE CAESARS 0629 0003 757-363-7992 VA,Fast Food,-7.79,Posted,fixed_expenses,restaraunts
6/6/24,Navy Exchange,NAVY EXCHANGE 050040     VIRGINIA BCH VA,Shopping,-20.57,Posted,misc_expenses,miscellaneous
6/5/24,US Postal Service,USPS CHANGE OF ADDRESS   800-238-3150 TN,Shipping,-1.1,Posted,misc_expenses,miscellaneous
6/5/24,US Postal Service,USPS CHANGE OF ADDRESS   800-238-3150 TN,Shipping,-1.1,Posted,misc_expenses,miscellaneous
6/5/24,Amazon,AMZN Mktp US*WO89B2103   Amzn.com/billWA,Shopping,-14.83,Posted,misc_expenses,miscellaneous
6/3/24,Little Creek Comm Virginia Beacva,LITTLE CREEK COMM        VIRGINIA BEACVA,Groceries,-166.42,Posted,fixed_expenses,groceries
6/2/24,Shorebreak Pizza Online,SHOREBREAK PIZZA (ONLINE 757-4819393  VA,Food & Dining,-13.21,Posted,fixed_expenses,restaraunts
6/2/24,Avsva Bark Virginia Beacva,AVSVA BARK               VIRGINIA BEACVA,Veterinary,-23,Posted,fixed_expenses,pet
6/1/24,USAA Credit Card,USAA CREDIT CARD PAYMENT SAN ANTONIO  TX,Credit Card Payment,6606.31,Posted,misc_expenses,usaa_credit_card
6/1/24,Lynnhaven Boat Ramp Virginia Beacva,LYNNHAVEN BOAT RAMP      VIRGINIA BEACVA,Uncategorized,-4,Posted,misc_expenses,entertainment
6/1/24,Chick-fil-A,CHICK-FIL-A #00734       757-318-7641 VA,Fast Food,-35.53,Posted,fixed_expenses,restaraunts
5/31/24,Costco,COSTCO WHSE #0202        NORFOLK      VA,Shopping,-5.25,Posted,fixed_expenses,restaraunts
5/31/24,Navy Exchange,NEX FUEL 050040          VIRGINIA BEACVA,Gas,-28.31,Posted,fixed_expenses,transportation
5/31/24,Wawa,WAWA 675                 VIRGINIA BEACVA,Gas,-54.89,Posted,fixed_expenses,transportation
5/31/24,Costco,COSTCO WHSE #0202        NORFOLK      VA,Shopping,-303.74,Posted,fixed_expenses,groceries
5/30/24,Lynnhaven Boat Ramp Virginia Beacva,LYNNHAVEN BOAT RAMP      VIRGINIA BEACVA,Uncategorized,-4,Posted,misc_expenses,entertainment
5/29/24,Apple,APPLE.COM/BILL           866-712-7753 CA,Electronics & Software,-9.99,Posted,misc_expenses,subscriptions
5/29/24,"Blue Cow Ice Cream, Cvirginia Beacva","SQ *BLUE COW ICE CREAM, CVirginia BeacVA",Food & Dining,-10.31,Posted,fixed_expenses,restaraunts
5/28/24,CVS,CVS/PHARMACY #08938      VIRGINIA BEACVA,Pharmacy,-5.74,Posted,fixed_expenses,healthcare
5/28/24,Hulu,Hulu 877-8244858 CA      HULU.COM/BILLCA,Television,-20.41,Posted,fixed_expenses,subscriptions
5/27/24,Amazon,AMAZON.COM*QV4LG3XP3     SEATTLE      WA,Shopping,-12.71,Posted,misc_expenses,miscellaneous
5/27/24,Lidl,LIDL #1299               VIRGINIA BEACVA,Groceries,-126.21,Posted,fixed_expenses,groceries
5/25/24,iHerb.com,IHERB IHERB.COM I8glc    951-6163600  CA,Health & Fitness,-53.39,Posted,misc_expenses,personal_care
5/25/24,Walmart,WAL-MART #4064           VIRGINIA BEACVA,Shopping,-129.34,Posted,fixed_expenses,groceries
5/24/24,Walmart,WAL-MART #4064     SE2 VIRGINIA B CREDIT,Shopping,26.47,Posted,fixed_expenses,groceries
5/24/24,Apple,APPLE.COM/BILL           866-712-7753 CA,Electronics & Software,-2.14,Posted,misc_expenses,miscellaneous
5/24/24,Jersey Mike's Subs,JERSEY MIKES 6019        VIRGINIA BEACVA,Fast Food,-10.98,Posted,fixed_expenses,restaraunts
5/24/24,Virginia Beach,VIRGINIA BEACH           120-26608399 VA,Restaurants,-11.61,Posted,fixed_expenses,restaraunts
5/24/24,Wawa,WAWA 675                 VIRGINIA BEACVA,Gas,-45.94,Posted,fixed_expenses,transportation
5/24/24,AT&T,ATT* BILL PAYMENT        800-331-0500 TX,Bills & Utilities,-207.73,Posted,fixed_expenses,internet_cellular
5/23/24,"Blue Cow Ice Cream, Cvirginia Beacva","SQ *BLUE COW ICE CREAM, CVirginia BeacVA",Food & Dining,-11.15,Posted,fixed_expenses,restaraunts
5/23/24,Starbucks,STARBUCKS STORE 07894    VIRGINIA BEACVA,Coffee Shops,-11.65,Posted,misc_expenses,restaraunts
5/23/24,North End Pizza,NORTH END PIZZA          757-6460110  VA,Food & Dining,-39.41,Posted,fixed_expenses,restaraunts
5/23/24,Walmart,WM SUPERCENTER #4064     VIRGINIA BEACVA,Shopping,-62.43,Posted,fixed_expenses,groceries
5/21/24,CVS,CVS/PHARMACY #08938      VIRGINIA BEACVA,Pharmacy,-2.65,Posted,fixed_expenses,healthcare
5/21/24,Apple,APPLE.COM/BILL           866-712-7753 CA,Electronics & Software,-3.21,Posted,misc_expenses,miscellaneous
5/21/24,Michaels,MICHAELS STORES 2203     VIRGINIA BCH VA,Hobbies,-27.86,Posted,misc_expenses,miscellaneous
5/20/24,Green Clean Auto Wash Virginia Beacva,GREEN CLEAN AUTO WASH-   VIRGINIA BEACVA,Service & Parts,-12.5,Posted,fixed_expenses,transportation
5/20/24,Cebroker.com,CEBROKER CEBROKER.COM    HTTPSWWW.CEBRFL,Electronics & Software,-39.99,Posted,misc_expenses,miscellaneous
5/20/24,Little Creek Comm Virginia Beacva,LITTLE CREEK COMM        VIRGINIA BEACVA,Groceries,-144.18,Posted,fixed_expenses,groceries
5/20/24,Airbnb,AIRBNB  HMTYZ34ZDC       AIRBNB.COM   CA,Travel,-1928.91,Posted,fixed_expenses,housing_utilities
5/19/24,Chipotle,CHIPOTLE 1156            VIRGINIA BEACVA,Fast Food,-27.32,Posted,fixed_expenses,restaraunts
5/19/24,Lidl,LIDL #1299               VIRGINIA BEACVA,Groceries,-134.85,Posted,fixed_expenses,groceries
5/18/24,Wawa,WAWA 675                 VIRGINIA BEACVA,Gas,-8.52,Posted,fixed_expenses,transportation
5/18/24,Leapfrog Usd,LEAPFROG    *USD         800-701-5327 CA,Electronics & Software,-10,Posted,misc_expenses,subscriptions
5/18/24,Shorebreak Pizza Online,SHOREBREAK PIZZA (ONLINE 757-4819393  VA,Food & Dining,-13.21,Posted,fixed_expenses,restaraunts
5/18/24,Starbucks,STARBUCKS 800-782-7282   800-782-7282 WA,Coffee Shops,-25,Posted,misc_expenses,restaraunts
5/18/24,Wawa,WAWA 675                 VIRGINIA BEACVA,Gas,-64.98,Posted,fixed_expenses,transportation
5/16/24,Lynnhaven Boat Ramp Virginia Beacva,LYNNHAVEN BOAT RAMP      VIRGINIA BEACVA,Uncategorized,-4,Posted,misc_expenses,entertainment
5/16/24,Panera Bread,PANERA BREAD #601236 K   VIRGINIA BEACVA,Fast Food,-10.97,Posted,fixed_expenses,restaraunts
5/16/24,American Brew Virginia Beac,TST* AMERICAN BREW       Virginia BeacVA,Restaurants,-16.12,Posted,fixed_expenses,restaraunts
5/16/24,Panera Bread,PANERA BREAD #601236 K   VIRGINIA BEACVA,Fast Food,-23.28,Posted,fixed_expenses,restaraunts
5/15/24,Naval Special Warfarevirginia Beacva,SQ *NAVAL SPECIAL WARFAREVirginia BeacVA,Business Services,-8,Posted,fixed_expenses,restaraunts
5/15/24,Marine Sci Virginia,VA AQUARIUM MARINE SCI   VIRGINIA BCH VA,Entertainment,-9.31,Posted,misc_expenses,entertainment
5/15/24,Navy Exchange,NEX FUEL 050040          VIRGINIA BEACVA,Gas,-42.44,Posted,fixed_expenses,transportation
5/15/24,Dropbox,WODIFY PAY* WP DROPBOX   DROPBOXCROSSFVA,Electronics & Software,-104.36,Posted,fixed_expenses,personal_care
5/15/24,Dropbox,WODIFY PAY* WP DROPBOX   DROPBOXCROSSFVA,Electronics & Software,-135.58,Posted,fixed_expenses,personal_care
5/15/24,Brightwheel,BRGHTWHL* FRANCIS ASBU   WWW.MYBRIGHTWCA,Babysitter & Daycare,-494.33,Posted,fixed_expenses,education
5/13/24,Elicense Transact Fee,ELICENSE TRANSACT. FEE   614-752-9345 OH,Fees & Charges,-3.5,Posted,fixed_expenses,professional_expenses
5/13/24,Fee,OH CSW BD LICENSE FEE    614-752-5161 OH,Fees & Charges,-100,Posted,fixed_expenses,professional_expenses
5/12/24,Pie O Neer Pizza Virginia Beac,TST* PIE-O-NEER PIZZA    Virginia BeacVA,Food & Dining,-4.21,Posted,fixed_expenses,restaraunts
5/12/24,Jersey Mike's Subs,JERSEY MIKES 6071        VIRGINIA BEACVA,Fast Food,-12.88,Posted,fixed_expenses,restaraunts
5/12/24,Panda Express,PANDA EXPRESS 2949A      VIRGINIA BEACVA,Fast Food,-13.27,Posted,fixed_expenses,restaraunts
5/12/24,Navy Exchange,NAVY EXCHANGE 050180     VIRGINIA BEACVA,Shopping,-70.46,Posted,misc_expenses,clothing
5/12/24,Little Creek Comm Virginia Beacva,LITTLE CREEK COMM        VIRGINIA BEACVA,Groceries,-159.53,Posted,fixed_expenses,groceries
5/11/24,Simple Eats on Shorevirginia Beac,TST* SIMPLE EATS ON SHOREVirginia BeacVA,Restaurants,-15.49,Posted,fixed_expenses,restaraunts
5/11/24,Shorebreak Pizza Online,SHOREBREAK PIZZA (ONLINE 757-4819393  VA,Food & Dining,-21.9,Posted,fixed_expenses,restaraunts
5/11/24,Taste Bayville Farvirginia Beac,TST* TASTE - BAYVILLE FARVirginia BeacVA,Restaurants,-28.3,Posted,fixed_expenses,restaraunts
5/10/24,Chick-fil-A,CHICK-FIL-A #00734       VIRGINIA BEACVA,Fast Food,-12.08,Posted,fixed_expenses,restaraunts
5/10/24,Old Navy,OLD NAVY US 3983         VIRGINIA BEACVA,Clothing,-13.25,Posted,misc_expenses,clothing
5/9/24,Green Clean Expres Virginia Beacva,522 GREEN CLEAN EXPRES   VIRGINIA BEACVA,Service & Parts,-18,Posted,fixed_expenses,transportation
5/9/24,Wawa,WAWA 694                 VIRGINIA BEACVA,Gas,-66.09,Posted,fixed_expenses,transportation
5/9/24,Walmart,WM SUPERCENTER #4064     VIRGINIA BEACVA,Shopping,-106.48,Posted,fixed_expenses,groceries
5/9/24,Crate & Barrel,CRATE&BARREL CB2 NOD     800-967-6696 IL,Furnishings,-125.82,Posted,misc_expenses,housing_utilities
5/8/24,Rite Aid,RITE AID 03902           VIRGINIA BEACVA,Pharmacy,-4.42,Posted,fixed_expenses,healthcare
5/8/24,Amazon Prime Membership,AMAZON PRIME*5R8LF9YF3   888-802-3080 WA,Shopping,-10.59,Posted,misc_expenses,miscellaneous
5/7/24,Amazon Prime Membership,AMAZON PRIME*X12875393   888-802-3080 WA,Shopping,-10.59,Posted,misc_expenses,miscellaneous
5/7/24,Amazon Prime Membership,AMAZON PRIME*UC6LO2983   888-802-3080 WA,Shopping,-15.89,Posted,misc_expenses,miscellaneous
5/7/24,Taste Bayville Farvirginia Beac,TST* TASTE - BAYVILLE FARVirginia BeacVA,Restaurants,-26.09,Posted,fixed_expenses,restaraunts
5/7/24,Dropbox,WODIFY PAY* WP DROPBOX   DROPBOXCROSSFVA,Electronics & Software,-113.03,Posted,fixed_expenses,personal_care
5/6/24,USAA Credit Card,USAA CREDIT CARD PAYMENT SAN ANTONIO  TX,Credit Card Payment,2288.08,Posted,misc_expenses,usaa_credit_card
5/6/24,Navy Exchange,NAVY EXCHANGE 050040     VIRGINIA BCH VA,Shopping,-2.29,Posted,misc_expenses,miscellaneous
5/5/24,Kroger,KROGER #532              VIRGINIA BEACVA,Groceries,-11.95,Posted,fixed_expenses,groceries
5/5/24,Little Caesars,LITTLE CAESARS 0629 0003 757-363-7992 VA,Fast Food,-14.69,Posted,fixed_expenses,restaraunts
5/5/24,Etsy,"ETSY, INC.               718-8557955  NY",Shopping,-40.27,Posted,misc_expenses,miscellaneous
5/5/24,Navy Exchange,NEX FUEL 050039          VIRGINIA BEACVA,Gas,-65.4,Posted,fixed_expenses,transportation
5/5/24,Little Creek Comm Virginia Beacva,LITTLE CREEK COMM        VIRGINIA BEACVA,Groceries,-289.21,Posted,fixed_expenses,groceries
5/5/24,Rogue,ROGUE                    614-3586190  OH,Sporting Goods,-1132.81,Posted,misc_expenses,personal_care
5/4/24,Dropbox,WODIFY PAY* WP DROPBOX   DROPBOXCROSSFVA,Electronics & Software,-12.8,Posted,fixed_expenses,personal_care
5/4/24,Chick-fil-A,CHICK-FIL-A #00734       757-318-7641 VA,Fast Food,-34.21,Posted,fixed_expenses,restaraunts
5/3/24,Navy Exchange,NAVY EXCHANGE 110110 SAN DIEGO  V CREDIT,Shopping,19.99,Posted,misc_expenses,miscellaneous
5/3/24,Vida Concessions Inc College Park Ga,SQ *VIDA CONCESSIONS INC College Park GA,Fast Food,-12.21,Posted,fixed_expenses,restaraunts
5/3/24,Shrimp Basket Gulfport,SHRIMP BASKET GULFPORT   228-2140001  MS,Restaurants,-23.37,Posted,fixed_expenses,restaraunts
5/3/24,Norfolk Botanical Httpsnorfolkbva,NORFOLK BOTANICAL        HTTPSNORFOLKBVA,Gifts & Donations,-150,Posted,misc_expenses,entertainment
5/2/24,Canteen Vending Machine,CARDINAL CANTEEN VEND    NORFOLK      VA,Fast Food,-1.35,Posted,misc_expenses,restaraunts
5/2/24,Canteen Vending Machine,CARDINAL CANTEEN VEND    NORFOLK      VA,Fast Food,-1.85,Posted,misc_expenses,restaraunts
5/2/24,Canteen Vending Machine,CARDINAL CANTEEN VEND    NORFOLK      VA,Fast Food,-1.85,Posted,misc_expenses,restaraunts
5/2/24,Walk On's,"TST* WALK-ON'S - SLIDELL,SLIDELL      LA",Restaurants,-24.28,Posted,fixed_expenses,restaraunts
5/1/24,Peet's Coffee,SAN PEETS COFFEE T2E 4310SAN DIEGO    CA,Coffee Shops,-6.94,Posted,fixed_expenses,restaraunts
5/1/24,Old Town News St,OLD TOWN NEWS ST2884     SAN DIEGO    CA,Newspapers & Magazines,-7.99,Posted,misc_expenses,restaraunts
5/1/24,Clayton's Mexican,TST* CLAYTON'S MEXICAN TACORONADO     CA,Restaurants,-15.95,Posted,fixed_expenses,restaraunts
5/1/24,Burger King,BURGER KING E CON CLT    CHARLOTTE    NC,Fast Food,-18.5,Posted,misc_expenses,restaraunts
5/1/24,Beaten Path Llc (DBA)VIRGINIA Bch Va,SQ *BEATEN PATH LLC (DBA)VIRGINIA BCH VA,Restaurants,-25.9,Posted,fixed_expenses,personal_care
5/1/24,Kroger,KROGER #532              VIRGINIA BEACVA,Groceries,-36.02,Posted,fixed_expenses,groceries
5/1/24,Norfolk Botanical Httpsnorfolkbva,NORFOLK BOTANICAL        HTTPSNORFOLKBVA,Gifts & Donations,-61.8,Posted,misc_expenses,entertainment
4/30/24,Navy Exchange,NAVY EXCHANGE 110282     SAN DIEGO    VA,Shopping,-1.49,Posted,misc_expenses,miscellaneous
4/30/24,Navy Exchange,NAVY EXCHANGE 110110     SAN DIEGO    VA,Shopping,-15,Posted,misc_expenses,miscellaneous
4/30/24,North Island Nas Comm Islca,NORTH ISLAND NAS COMM    NAS NORTH ISLCA,Groceries,-25.14,Posted,fixed_expenses,groceries
4/30/24,Sunoco,SUNOCO 0412606600        VIRGINIA BEACVA,Gas,-53.18,Posted,fixed_expenses,transportation
4/30/24,Brightwheel,BRGHTWHL* FRANCIS ASBU   WWW.MYBRIGHTWCA,Babysitter & Daycare,-489.44,Posted,fixed_expenses,education
4/29/24,Navy Exchange,NAVY EXCHANGE 110282     SAN DIEGO    VA,Shopping,-2.99,Posted,misc_expenses,miscellaneous
4/29/24,Apple,APPLE.COM/BILL           866-712-7753 CA,Electronics & Software,-9.99,Posted,misc_expenses,subscriptions
4/29/24,Baja Oyster Bar Corp,BAJA OYSTER BAR CORP     SAN DIEGO    CA,Restaurants,-21.19,Posted,misc_expenses,restaraunts
4/29/24,The Islander,TST* THE ISLANDER        CORONADO     CA,Restaurants,-33.21,Posted,fixed_expenses,restaraunts
4/29/24,Taste Bayville Farvirginia Beac,TST* TASTE - BAYVILLE FARVirginia BeacVA,Restaurants,-38.19,Posted,fixed_expenses,restaraunts
4/28/24,Kohls Virginia Beacva,KOHLS #0650 VIRGINIA BEAC VA      CREDIT,Shopping,22.63,Posted,misc_expenses,clothing
4/28/24,Navy Exchange,NAVY EXCHANGE 110282     SAN DIEGO    VA,Shopping,-4.98,Posted,misc_expenses,miscellaneous
4/28/24,Great American Bag Orf,GREAT AMERICAN BAG ORF   NORFOLK      VA,Fast Food,-11.24,Posted,fixed_expenses,restaraunts
4/28/24,Navy Exchange,NAVY EXCHANGE 110110     SAN DIEGO    VA,Shopping,-19.99,Posted,misc_expenses,miscellaneous
4/28/24,Hulu,Hulu 877-8244858 CA      HULU.COM/BILLCA,Television,-20.41,Posted,fixed_expenses,subscriptions
4/28/24,American Airlines,AMERICAN AIR0010649902265FORT WORTH   TX,Air Travel,-26.61,Posted,misc_expenses,travel
4/28/24,North Island Nas Comm Islca,NORTH ISLAND NAS COMM    NAS NORTH ISLCA,Groceries,-34.27,Posted,fixed_expenses,groceries
4/27/24,Amazon Prime Membership,AMAZON PRIME*5C1W001P3   888-802-3080 WA,Shopping,-3.81,Posted,misc_expenses,miscellaneous
4/27/24,The Children's Museum,CHILDREN'S MUSEUM        PORTSMOUTH   VA,Amusement,-5,Posted,misc_expenses,entertainment
4/27/24,CVS,CVS/PHARMACY #08938      VIRGINIA BEACVA,Pharmacy,-8.28,Posted,fixed_expenses,healthcare
4/27/24,Leapfrog Usd,LEAPFROG    *USD         800-701-5327 CA,Electronics & Software,-11,Posted,misc_expenses,subscriptions
4/27/24,City of Portsmouth,CITY OF PORTSMOUTH       800-514-3849 NC,Utilities,-20,Posted,misc_expenses,entertainment
4/27/24,Little Creek Comm Virginia Beacva,LITTLE CREEK COMM        VIRGINIA BEACVA,Groceries,-136.45,Posted,fixed_expenses,groceries
4/26/24,Costco,COSTCO WHSE #0202        NORFOLK      VA,Shopping,-105.37,Posted,fixed_expenses,groceries
4/25/24,Navy Exchange,NAVY EXCHANGE 050180     VIRGINIA BEACVA,Shopping,-34.47,Posted,misc_expenses,miscellaneous
4/24/24,Apple,APPLE.COM/BILL           866-712-7753 CA,Electronics & Software,-2.14,Posted,misc_expenses,miscellaneous
4/24/24,Naval Special Warfarevirginia Beacva,SQ *NAVAL SPECIAL WARFAREVirginia BeacVA,Business Services,-8,Posted,fixed_expenses,restaraunts
4/24/24,Chick-fil-A,CHICK-FIL-A #00734       VIRGINIA BEACVA,Fast Food,-15.91,Posted,fixed_expenses,restaraunts
4/24/24,Wawa,WAWA 675                 VIRGINIA BEACVA,Gas,-56.72,Posted,fixed_expenses,transportation
